,token_ratio,char_ratio,levenstein_ratio,jaccard_similarity_tokens,jaccard_similarity_tokens_no_stops,jaccard_similarity_lemmas,jaccard_similarity_lemmas_no_stops,jaccard_similarity_lesk,wu-palmer_similarity,path_similarity,leacock_similarity,unigram_vector_similarity,bigram_vector_similarity,trigram_vector_similarity,quadgram_vector_similarity,token_bigram_jaccard_similarity,token_trigram_jaccard_similarity,token_quadgram_jaccard_similarity,lemma_bigram_jaccard_similarity,lemma_trigram_jaccard_similarity,lemma_quadgram_jaccard_similarity,char_bigram_jaccard_similarity,char_trigram_jaccard_similarity,char_quadgram_jaccard_simmilarity,char_bigram_vector_cosine_similarity,char_trigram_vector_cosine_similarity,char_quadgram_vector_cosine_similarity,lesk_sentence_wu_palmer,lesk_sentence_path,lesk_sentence_leacock,sentiwordnet_pos_difference,sentiwordnet_neg_difference
0,0.967741935483871,0.9631578947368421,0.5052631578947369,0.5277777777777778,0.5238095238095238,0.5714285714285714,0.6,0.46153846153846156,0.7112755847953216,0.6603618421052632,2.156183379669037,0.8739946380697051,0.7115902964959568,0.6178861788617886,0.5449591280653951,0.20408163265306123,0.07547169811320753,0.037735849056603765,0.22916666666666663,0.09615384615384615,0.05769230769230771,0.6412213740458015,0.45622119815668205,0.368421052631579,0.8130973004550239,0.6956083436402529,0.6110472078492946,0.7381172839506173,0.6759793447293447,2.328424871179647,0.025,0.0
1,0.8148148148148148,0.7379310344827587,0.4620689655172414,0.5,0.5454545454545454,0.6538461538461539,0.5454545454545454,0.65,0.8977910052910054,0.832063492063492,2.4752025031636857,0.8015873015873016,0.672,0.5483870967741935,0.4715447154471545,0.17500000000000004,0.09756097560975607,0.04878048780487809,0.17500000000000004,0.09756097560975607,0.04878048780487809,0.5918367346938775,0.4117647058823529,0.32571428571428573,0.8124638584778971,0.6264719232722454,0.497402866892568,0.8745840760546643,0.8303751803751803,2.3495338252994387,0.022058823529411766,0.014705882352941176
2,0.8695652173913043,0.9064748201438849,0.7697841726618705,0.6,0.3846153846153846,0.6,0.3846153846153846,0.5789473684210527,0.7799101698095506,0.7038059163059163,1.4715359253644769,0.8830188679245283,0.752851711026616,0.6743295019157088,0.6177606177606177,0.3666666666666667,0.21875,0.12121212121212122,0.3666666666666667,0.21875,0.12121212121212122,0.6764705882352942,0.5419354838709678,0.4482758620689655,0.8491671175719204,0.7136240321480632,0.6378806566057782,0.8320578231292517,0.7813646670789528,1.93136177148779,0.05,0.008333333333333333
3,0.9473684210526315,1.0,0.6724137931034483,0.6842105263157895,0.6363636363636364,0.6842105263157895,0.6363636363636364,0.5294117647058824,0.8066666666666666,0.71,2.4429840898800474,0.9568965517241379,0.8869565217391304,0.8245614035087719,0.7522123893805309,0.2592592592592593,0.06451612903225812,0.033333333333333326,0.2592592592592593,0.06451612903225812,0.033333333333333326,0.8372093023255813,0.7317073170731707,0.6222222222222222,0.9354358392229917,0.8372344584771576,0.7666932884235955,0.8004273504273504,0.7419871794871794,2.618155298871061,0.028846153846153848,0.009615384615384616
4,0.813953488372093,0.7877697841726619,0.4676258992805755,0.38636363636363635,0.3076923076923077,0.4285714285714286,0.3076923076923077,0.4545454545454546,0.84808675461249,0.6652777777777777,2.3701098773237597,0.869215291750503,0.7151515151515152,0.5557809330628803,0.4725050916496945,0.16923076923076918,0.07246376811594202,0.04347826086956519,0.1875,0.08823529411764708,0.04347826086956519,0.6375,0.3745583038869258,0.29325513196480935,0.8816610786651717,0.692882789024744,0.5729222114979784,0.8123842617650666,0.702588023088023,2.251357467910228,0.0,0.013392857142857142
5,0.8947368421052632,0.9741379310344828,0.6724137931034483,0.631578947368421,0.5454545454545454,0.631578947368421,0.5454545454545454,0.5625,0.7831481481481481,0.7212962962962963,2.5487620614420425,0.9432314410480349,0.8458149779735683,0.7644444444444445,0.6905829596412556,0.1785714285714286,0.032258064516129004,0.0,0.1785714285714286,0.032258064516129004,0.0,0.7931034482758621,0.640625,0.5428571428571429,0.908257922278557,0.7844645405527357,0.7090185639487429,0.8124444444444444,0.759047619047619,2.7282227665308842,0.028846153846153848,0.009615384615384616
6,0.7837837837837838,0.7918552036199095,0.5791855203619909,0.41025641025641024,0.38888888888888884,0.4444444444444444,0.3529411764705882,0.3548387096774194,0.7779891304347826,0.6994824016563148,1.749935191776479,0.8535353535353535,0.7106598984771574,0.6071428571428571,0.5230769230769231,0.18518518518518523,0.06896551724137934,0.016949152542372836,0.21153846153846156,0.08771929824561409,0.03448275862068961,0.5373134328358209,0.4054054054054054,0.3294573643410853,0.8847507107086054,0.7284194259544122,0.604610678119506,0.7914656771799629,0.7100185528756958,1.8419446004462563,0.03125,0.022321428571428572
7,0.9,0.7358490566037735,0.5,0.3214285714285714,0.33333333333333337,0.3214285714285714,0.33333333333333337,0.30434782608695654,0.7614087301587302,0.6416666666666666,1.8591230987281966,0.7608695652173914,0.5164835164835165,0.4111111111111111,0.3258426966292135,0.125,0.030303030303030276,0.0,0.125,0.030303030303030276,0.0,0.43157894736842106,0.27611940298507465,0.19727891156462585,0.584613259371104,0.4153509604674679,0.32372443186784955,0.6411139455782313,0.5467562199705057,1.3825709838936875,0.020857142857142845,0.02378571428571428
8,0.8333333333333334,0.772093023255814,0.6093023255813954,0.5,0.4,0.53125,0.4444444444444444,0.5185185185185186,0.8291486291486292,0.7582671957671958,2.662135991702045,0.8398950131233596,0.712401055408971,0.6312997347480106,0.5706666666666667,0.24,0.1923076923076923,0.15384615384615385,0.24,0.1923076923076923,0.15384615384615385,0.6446280991735538,0.4948453608247423,0.41150442477876104,0.8547808516673924,0.7314283231669623,0.6562828403878666,0.8072364672364672,0.7320634920634921,2.681450219731616,0.04,0.055
9,0.9285714285714286,0.9448051948051948,0.551948051948052,0.6744186046511628,0.6666666666666667,0.7142857142857143,0.7391304347826086,0.6451612903225806,0.8711972667855021,0.8082424242424242,2.919200359568422,0.9449081803005008,0.8743718592964824,0.7966386554621848,0.7318718381112985,0.3116883116883117,0.18604651162790697,0.1333333333333333,0.3116883116883117,0.18604651162790697,0.1333333333333333,0.8200000000000001,0.7011494252873562,0.5924764890282131,0.9421560522058017,0.861336865111103,0.8055879360083164,0.8872161172161172,0.8415939153439154,2.689694474115355,0.0,0.016129032258064516
